Label,Message
ham,I'll call you later.
ham,look for direction to mumbai in maps
info,"Thank you for choosing radiocabs for 2012-01-30 at 13:22. Cab:KA57A7138 , Chauffer: Nicolas, Cell: 9165322465 will reach you. T&C apply, visit www.radiocabs.com"
spam,Delivered: Your package withSmarty Pet Soft padded Body Set...was successfully delivered. More info at http://snapdeal.com/cBfWh1e
ham,yeah what time is it again?
info,"Repair ref.no for your car is JC43736167 opened on 2014-12-09 10:33hrs,ETD of your car is 2014-12-10 12:46hrs and est.repair amt is Rs.2982 Rgds, Hyundai Auto Agency"
ham,next chemistry class is on tuesday 2-3pm
spam,"Greetings, Paytm SELLER SERVICES wishes you a Happy Marriage Anniversary."
spam,Delivered: Your package withPrestige PGMFB 800-Watt Grill Sandwich Toasterwas successfully delivered. More info at http://amazon.com/cBfWh1e
info,"Welcome to HOMETOWN BC R.No. 201, 124, 213 Ch.In 2010-08-12 13:39 Ch.out 2010-08-24 12:00."
ham,No . Its between u and my parents…
ham,lets meet after a month
spam,Delivered: Your package withFormula 1 Black Gold Tire Shine (680 ml)was successfully delivered. More info at http://patm.com/cBfWh1e
spam,Delivered: Your package withSri Low Quality Stainless Steel Blades With Safety Guard Dog Nail Clipper~was successfully delivered. More info at http://patm.com/cBfWh1e
info,"[Joe Muggs] Hi Stephen, your reservation is confirmed for 5 people on 2010-12-20 at 13:26. We can hold your table for a maximum of 10 mins."
ham,greet mary and her brother
ham,lets meet day after 23 oct
ham,meeting will be there at 5pm
ham,Can you pick me up from the airport on the 17th?
info,"Dear Guest, Thanks for choosing Haldiram 's. Order ID 3447. Delivery by 2010-11-01 10:53. Enjoy 19% discount on your next purchase. Code R5M4ON. T&C."
info,"Welcome to Biodynamic Massage salon R.No. 115, 193, 431, 463 Ch.In 2010-12-02 16:15 Ch.out 2010-12-18 12:00."
ham,ok.. then meet friday eveng at fossil-fuel power station
info,"Dear Guest, Thanks for choosing Dracula 's Cabaret Restaurant. Order ID 7187. Delivery by 2014-09-16 22:42. Enjoy 10% discount on your next purchase. Code EWXKD7. T&C."
ham,mary's birthday party on 12th. meet susan there
ham,may meet susan in may 2nd week
ham,Mary will meet me today at lunch
spam,Delivered: Your package withThe Official Guide to the GR...was successfully delivered. More info at http://shopclues.com/cBfWh1e
ham,Reply to rohini mail at 7:30pm
ham,I need to pick up few kg tomatoes while coming from office
info,"Welcome to varandah R.No. 307, 268 Ch.In 2009-10-29 2:48 Ch.out 2009-11-27 12:00."
info,"* KSRTC m-Ticket *  from: SAGAR to: PUDUKOTAI PsngrName: Victor TripCode: 1647SAGPUD PNR No.: J32944568 JnyDate: 2013-07-16 DepTime: 16:47  SeatNo.: 49, 10, 28, 52, 39  Class: Non-AC chair  BoardingPt: SAGAR Bus Stand Road Txn Password: 8351 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,OTP is 381871 for the txn of INR 4771.00 at SPICE JET on your ICICI bank Debit card ending with 7627. Valid till 20:24:48. Do not share the OTP with anyone for security reasons
spam,OTP is 333726 for the txn of INR 17204.00 at Maruti Auto Agency on your SBI bank CREDIT card ending with 5687. Valid till 16:42:23. Do not share the OTP with anyone for security reasons
info,"Hi Customer, Booking ID: WFCCPSF. Seats: PLATINUM-J10,J11,J12, 3 seat(s) for Hacksaw Ridge on 2013-07-10 6:42 at Innovative Multiplex: Marathahalli. Please carry your CC/DC card which was used for booking tickets."
info,"Repair ref.no for your car is JC38384445 opened on 2011-05-18 16:40hrs,ETD of your car is 2011-05-19 1:58hrs and est.repair amt is Rs.1351 Rgds, Lakshmi Auto Agency"
spam,"Greetings, UCO Bank wishes you a Happy Independence day."
info,Welcome to Go-Karts Plus R.No. 568 Ch.In 2011-07-16 14:27 Ch.out 2011-08-10 12:00.
ham,remind me to complete the assignment on time
ham,Plans for lunch?
spam,"Greetings, Docomo wishes you a Happy Holi."
ham,Hey..r u free tomorrow??
spam,Delivered: Your package withArtificial Intelligence: A Modern Approachwas successfully delivered. More info at http://amazon.com/cBfWh1e
info,"Welcome to Rooftop Building R.No. 242, 197, 535 Ch.In 2010-09-09 21:12 Ch.out 2010-10-01 12:00."
ham,lets meet on morning after chuseok
ham,remind me to turn on the geysor every morning at 6
info,"Hi Customer, Booking ID: W3ZVNCN. Seats: PLATINUM-N13,N14,N15,N16,N17,N18,N19, 7 seat(s) for Ice Age: Collision Course on 2015-01-27 10:48 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
spam,Delivered: Your package withWise and Otherwisewas successfully delivered. More info at http://myantra.com/cBfWh1e
ham,Tom told no to her
ham,Hey..remember we have to attend Khushi's party tomorrow..
ham,"sure, when is a good time?"
ham,Ya he is working hard to get in top 10.
spam,"Consult our expert Dr.Veena(34 years of experience in Gynaecology) from Mon to Sat,5pm-6.30pm for Rs.500 only at Apollo Clinic Indiranagar. Call 080-39202237/15"
info,YourBus (ALIKE-HUNDIMALA 4:25) left  Chamarajpet at 5:25 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Aryan Auto Agency : Service of your car KA54X4444 is due in 11 days on 2011-04-10. Please contact us at 9454571531 to book a service.
spam,Delivered: Your package withAutofurnish Magnetic Sun Shades for Tata Safari Storm...was successfully delivered. More info at http://myantra.com/cBfWh1e
info,Aryan Auto Agency : Service of your car KA17H2116 is due in 67 days on 2014-06-25. Please contact us at 9863256827 to book a service.
ham,ok I will call her.
info,"* KSRTC m-Ticket *  from: Madurai to: KARAIKUDI PsngrName: Caden TripCode: 339MadKAR PNR No.: J93970558 JnyDate: 2010-01-12 DepTime: 3:39  SeatNo.: 45, 15, 17, 50, 19, 20, 56  Class: Non-AC Sleeper  BoardingPt: Madurai Residency Road Txn Password: 7837 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,I'll be in london this day next year.
info,Appointment with Dr Damien in KASARGOD on 2011-07-28 at 3:21 is confirmed. For queries call 1800 8721 1518. Your appt. might get delayed in case the doctor is attending an emergency.
ham,i will call john on monday night at 12am in office
info,"* KSRTC m-Ticket *  from: KOLAR to: THRISSUR PsngrName: Adrian TripCode: 2243KOLTHR PNR No.: J38748795 JnyDate: 2010-05-18 DepTime: 22:43  SeatNo.: 56, 49, 58, 31  Class: AC Sleeper  BoardingPt: KOLAR Rly Station Txn Password: 4422 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,OTP is 187566 for the txn of INR 12964.00 at Jabong on your SBI bank CREDIT card ending with 4664. Valid till 23:32:37. Do not share the OTP with anyone for security reasons
ham,Call Pitaji once...
info,"Repair ref.no for your car is JC64374562 opened on 2013-01-03 3:22hrs,ETD of your car is 2013-01-04 10:33hrs and est.repair amt is Rs.2414 Rgds, Maruti Auto Agency"
ham,I need to drop off the luggage by EOD
ham,Tom's father is Harper's son.
info,"PNR:4664775546,TRAIN:12135,DOJ:2011-08-19,AC3,BGAE-BHET,Dep:1:11, Dillon,B2 59 , Fare:6318,SC:10.0+PG+INS"
info,"Hi Customer, Booking ID: WXAA8KE. Seats: GOLD-H11,H12,H13, 3 seat(s) for Allegiant on 2014-08-02 20:52 at INOX: Garuda Swagath Mall, Jayanagar. Please carry your CC/DC card which was used for booking tickets."
ham,lets have lunch tmrw
info,"Hi Customer, Booking ID: WC9327I. Seats: PLATINUM-J3,J4,J5, 3 seat(s) for Independence Day: Resurgence on 2011-09-17 10:39 at Gopalan Cinemas: Arcade Mall, Mysore Road. Please carry your CC/DC card which was used for booking tickets."
info,"[Oomassa] Hi Jeremy, your reservation is confirmed for 14 people on 2014-03-02 at 9:12. We can hold your table for a maximum of 23 mins."
ham,congratulate ram for his first job
spam,OTP is 211787 for the txn of INR 4742.00 at Askme on your SBI bank Debit card ending with 3147. Valid till 22:41:30. Do not share the OTP with anyone for security reasons
spam,OTP is 883385 for the txn of INR 16104.00 at AirportTaxi on your SBI bank Debit card ending with 7723. Valid till 13:19:37. Do not share the OTP with anyone for security reasons
info,"Thank you for choosing taxiforsure for 2011-01-16 at 22:46. Cab:KA71G1667 , Chauffer: Martin, Cell: 9561781322 will reach you. T&C apply, visit www.taxiforsure.com"
info,The PNR for your INDIGO Flt 6H172 for DIB-PAB on 2010-04-13 at 22:16 hrs  is Q7XEUQ. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,Bimal Auto Agency : Service of your car KA13R5864 is due in 41 days on 2011-02-11. Please contact us at 9511463762 to book a service.
spam,Delivered: Your package withuBall Lappie Piano ..was successfully delivered. More info at http://jabong.com/cBfWh1e
info,Aryan Auto Agency : Service of your car KA76I4332 is due in 52 days on 2014-10-31. Please contact us at 9217337651 to book a service.
ham,electricity bill has to be paid on or before 4th
info,"Dear Guest, Thanks for choosing Hillbilly 's. Order ID 8168. Delivery by 2009-09-26 20:52. Enjoy 4% discount on your next purchase. Code HQ27BI. T&C."
ham,doctors today at 4:15
info,Bill dated 2010-06-27 for Rs 249 has been generated for your Jio fixedline/broadband relationship no. 11648757. The same will reach you by 2010-06-30. Due date: 2010-07-12.
ham,noo!! She is still confused
ham,want to meet u buddy…..
spam,Trip tracking details for cab KA91z9879 booked by devon garcia: Trip InProgress:
spam,Delivered: Your package withZoook ZB-Rocker-2 Wireless B...was successfully delivered. More info at http://shopclues.com/cBfWh1e
info,"PNR:4882526261,TRAIN:5177,DOJ:2011-03-15,SL,BQN-BKU,Dep:22:24, Ethan,S9 73 , Fare:4252,SC:10.0+PG+INS"
ham,At their hometown kerla..
info,Thank you for using your HDFC bank CREDITcard ending 3121 for Rs. 213.00 in OOTY at Snapdeal on 2013-09-13 8:17
spam,OTP is 218121 for the txn of INR 11195.00 at JET Airways on your ICICI bank CREDIT card ending with 2131. Valid till 0:43:37. Do not share the OTP with anyone for security reasons
spam,"Greetings, AMAZON SELLER SERVICES wishes you a Happy New Year."
spam,Cannot process request. Your mobile number is already registered. TID :34483284653
info,The PNR for your SPICE JET Flt 4M882 for IXE-BEP on 2012-05-05 at 21:43 hrs  is KQXPQO. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,my credit card bill is due on 21st
info,YourBus (KOLAR GOLD FIELD-Shivamogga 1:17) left  Dairy Circle at 2:17 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,YourBus (KODAIKANAL-SECUNDERABAD 9:16) left  Electronic City at 10:16 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Dear INDIGO Customer, flight 3Y131 from BKB shall be boarding from gate 13G. Boarding gate closes8 mins prior to the departure time."
info,"Dear Guest, Thanks for choosing Hard Rock Cafe. Order ID 8586. Delivery by 2011-10-14 9:40. Enjoy 20% discount on your next purchase. Code LEP7A8. T&C."
spam,Delivered: Your package with99 Digitals Dual USB Universal Car Charger 2.1Amp For iPhon...was successfully delivered. More info at http://myantra.com/cBfWh1e
info,"Thank you for choosing ucabs for 2013-02-04 at 7:46. Cab:KA62H2556 , Chauffer: Peyton, Cell: 9328858478 will reach you. T&C apply, visit www.ucabs.com"
spam,OTP is 516831 for the txn of INR 12536.00 at Ola on your AXIS bank CREDIT card ending with 7621. Valid till 11:22:32. Do not share the OTP with anyone for security reasons
info,Bill dated 2011-08-31 for Rs 815 has been generated for your Aircel fixedline/broadband relationship no. 84786764. The same will reach you by 2011-09-03. Due date: 2011-09-15.
info,"* KSRTC m-Ticket *  from: Hyderabad to: Bengaluru PsngrName: Shane TripCode: 1153HydBen PNR No.: J68186831 JnyDate: 2015-07-30 DepTime: 11:53  SeatNo.: 1, 36, 38, 9, 17, 50, 52  Class: Non-AC Sleeper  BoardingPt: Hyderabad MG Road Txn Password: 2773 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,Delivered: Your package withArriving by End of Day: Order#..2308was successfully delivered. More info at http://amazon.com/cBfWh1e
spam,OTP is 284168 for the txn of INR 5361.00 at Myantra on your ICICI bank Debit card ending with 7411. Valid till 16:42:50. Do not share the OTP with anyone for security reasons
spam,Delivered: Your package withPhilips Beard Trimmer Cordless for Men QT4001/15was successfully delivered. More info at http://myantra.com/cBfWh1e
info,"Thank you for choosing radiocabs for 2010-12-17 at 13:33. Cab:KA28W5467 , Chauffer: Joseph, Cell: 9175757221 will reach you. T&C apply, visit www.radiocabs.com"
spam,OTP is 323143 for the txn of INR 17546.00 at Bimal Auto Agency on your ICICI bank Debit card ending with 1885. Valid till 11:16:40. Do not share the OTP with anyone for security reasons
ham,Charlie's house for drinks next Wednesday at 10 till late
info,"Welcome to University Village Park R.No. 265, 251, 473 Ch.In 2014-05-31 23:48 Ch.out 2014-06-10 12:00."
info,"[Kianti's] Hi Edwin, your reservation is confirmed for 21 people on 2015-06-28 at 4:23. We can hold your table for a maximum of 3 mins."
ham,Cool see you there
info,Bill dated 2013-11-11 for Rs 1062 has been generated for your Jio fixedline/broadband relationship no. 72152583. The same will reach you by 2013-11-14. Due date: 2013-11-26.
info,YourBus (HIRIYUR-ANWATTI 0:57) left  Agara Flyover at 1:57 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Appointment with Dr Elias in KOTTAYAM on 2010-09-01 at 16:47 is confirmed. For queries call 1800 4688 7718. Your appt. might get delayed in case the doctor is attending an emergency.
ham,credit card bill is due on 27th
info,Bimal Auto Agency : Service of your car KA63M2251 is due in 12 days on 2014-12-31. Please contact us at 9467674177 to book a service.
ham,remind me to open a bank account tomorrow afternoon
spam,"Free Pedicure! This monsoon pamper yourself at home with HOUSEJOY beauty services- Facials, Detan,Hair Spas & more. Use Code FPEDI on http://bit.ly/2hjblr T&C."
ham,wish all the best to john for his exams next week
info,The PNR for your JET Airways Flt 1Q417 for GAU-STV on 2009-10-10 at 22:14 hrs  is KZ3CQA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,Tmrw is the recital ! 8pm!
info,"DEAR Jack, THANK YOU FOR YOUR BOOKING (ORDER ID: 31643), YOUR ORDER HAS BEEN ASSIGNED TO Johnny(9852618272) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-07-16 at 10:32. FOR ASSISTANCE WHATSAPP US ON 8161178286."
ham,have to do shopping for my family on coming weekend
spam,"Gold & Biryani-There is nothing better than this! At the foodpanda Cuisine Festival, ordering biryani gets you a gold coin. Order here https://goo.gl/FN7Etu"
spam,"Wow Offers: i)STV 139-Unlimited Local/STD BSNL to BSNL with 300MB Data, 28 Days. ii) STV 339 -Unlimited Local/STD BSNL to BSNL/Others with 1GB Data, 28 Days."
info,"PNR:4216787317,TRAIN:23784,DOJ:2012-07-11,AC3,AUNG-BTI,Dep:3:10, James,B4 39 , Fare:4938,SC:10.0+PG+INS"
ham,attend john's wedding
spam,Delivered: Your package withMaths Tables Book for beginners | Learning Tables 1 to ~was successfully delivered. More info at http://ebay.com/cBfWh1e
info,Appointment with Dr Stephen in CHIKKAMAGALURU on 2010-02-21 at 9:31 is confirmed. For queries call 1800 4213 3283. Your appt. might get delayed in case the doctor is attending an emergency.
ham,I think we all should attend Prof. Shankar's marriage.
spam,"Dear customer, We wish you a Happy Onam. Thanks for being a Paytm SELLER SERVICES customer."
info,Lakshmi Auto Agency : Service of your car KA24X1245 is due in 18 days on 2009-11-25. Please contact us at 9722636755 to book a service.
ham,Sure din on the 21st @ 5 to 7
info,Thank you for using your ICICI bank Debitcard ending 5446 for Rs. 1570.00 in Kozhikode at Jabong on 2012-09-22 9:27
ham,remind me to book train tickets
spam,"Your order, 11074733 is delivered. Please rate our services, by using our missed call service. Like @ 09119339606 Dislike @ 07420432879"
spam,Added Rs. 1000 to your Paytm wallet. Transaction ID: 4820222852. Current Balance: 1002.0. Get 1 Lakh items at 80% Discount. http://m.p-y.tm/uo. Shop at Mahabazaar
info,"[MCL Cafeterias] Hi Austin, your reservation is confirmed for 22 people on 2011-09-09 at 0:43. We can hold your table for a maximum of 44 mins."
ham,connect with friends on facebook daily at 8 in the evening
info,"[The Halal Guys] Hi Taylor, your reservation is confirmed for 1 people on 2009-11-28 at 12:33. We can hold your table for a maximum of 38 mins."
ham,We're heading up north in a bit to see grandma rose with my mom. Lord help me..
info,"DEAR Austin, THANK YOU FOR YOUR BOOKING (ORDER ID: 85157), YOUR ORDER HAS BEEN ASSIGNED TO Maxwell(9624757381) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-11-26 at 8:10. FOR ASSISTANCE WHATSAPP US ON 8126667722."
info,"Repair ref.no for your car is JC85241684 opened on 2010-04-02 9:16hrs,ETD of your car is 2010-04-03 14:51hrs and est.repair amt is Rs.2353 Rgds, Maha Veer Auto Agency"
info,"Welcome to MacArthur Park R.No. 538, 101 Ch.In 2012-08-24 9:53 Ch.out 2012-09-05 12:00."
info,"Dear Guest, Thanks for choosing PJI. Order ID 4721. Delivery by 2015-05-07 15:44. Enjoy 14% discount on your next purchase. Code MA8TCY. T&C."
ham,"hey, can we talk"
info,"Thank you for choosing AirportTaxi for 2010-10-19 at 3:19. Cab:KA54J1672 , Chauffer: Jace, Cell: 9133227686 will reach you. T&C apply, visit www.AirportTaxi.com"
ham,gym is tomorrow at 5pm
info,Appointment with Dr Brian in MERCARA MADIKERI on 2014-04-24 at 19:39 is confirmed. For queries call 1800 5244 6477. Your appt. might get delayed in case the doctor is attending an emergency.
info,"* KSRTC m-Ticket *  from: HASSAN to: ANWATTI PsngrName: Vincent TripCode: 633HASANW PNR No.: J46814713 JnyDate: 2009-12-05 DepTime: 6:33  SeatNo.: 34, 59, 14, 39  Class: AC Sleeper  BoardingPt: HASSAN Rly Station Txn Password: 6264 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,"Dear AirAsia Customer, flight 1I884 from ISK shall be boarding from gate 17T. Boarding gate closes17 mins prior to the departure time."
info,YourBus (PUTTAPARTHI-KOLHAPUR 10:52) left  Jalahalli Cross at 11:52 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Appointment with Dr Kaiden in Dharmastala on 2014-05-06 at 15:38 is confirmed. For queries call 1800 7172 1342. Your appt. might get delayed in case the doctor is attending an emergency.
ham,call the lawyer on his mobile
ham,"Awesome, see you then."
ham,Lets have it on next weekend
info,"Hi Customer, Booking ID: WJ5TF1U. Seats: STANDARD-D11,D12,D13,D14,D15,D16, 6 seat(s) for Deadpool on 2014-02-11 2:44 at INOX Lido: Off MG Road, Ulsoor. Please carry your CC/DC card which was used for booking tickets."
info,"Thank you for choosing taxiforsure for 2009-08-31 at 22:35. Cab:KA42P3381 , Chauffer: Thomas, Cell: 9625113156 will reach you. T&C apply, visit www.taxiforsure.com"
ham,Do you want to catch up tonight?
ham,lets meet next monday after 8
spam,"Your Tkt Cancelled. PNR, 64771623746, Amt 1784 will be refunded in your account."
ham,sure. When is it?
info,The PNR for your AirAsia Flt 8Q856 for NDC-PAT on 2014-09-13 at 18:13 hrs  is DLNU0E. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
spam,"Greetings, Vodafone wishes you a Happy Dusshera."
info,"Repair ref.no for your car is JC33265855 opened on 2013-12-18 15:27hrs,ETD of your car is 2013-12-19 7:16hrs and est.repair amt is Rs.717 Rgds, Bimal Auto Agency"
info,"Repair ref.no for your car is JC55762533 opened on 2011-12-08 1:19hrs,ETD of your car is 2011-12-09 14:38hrs and est.repair amt is Rs.111 Rgds, Maruti Auto Agency"
spam,"Dear Consumer, your bill of Rs. 1445.00 due on 2017-05-22 for Account ID 7177419558 has been generated. To view and pay online click <www.bescom.co.in>. Treat this SMS as 15 days disconnection notice if payment is not received within due date. If paid ignore this message."
spam,OTP is 655244 for the txn of INR 8921.00 at Meru on your HDFC bank Debit card ending with 5348. Valid till 8:17:18. Do not share the OTP with anyone for security reasons
info,Appointment with Dr Roman in KANNUR on 2012-10-12 at 11:21 is confirmed. For queries call 1800 6753 4242. Your appt. might get delayed in case the doctor is attending an emergency.
info,Aryan Auto Agency : Service of your car KA14T5784 is due in 28 days on 2012-06-18. Please contact us at 9367115864 to book a service.
spam,Delivered: Your package withDettol Disinfectant Multi-Us...was successfully delivered. More info at http://flipkart.com/cBfWh1e
info,"Welcome to Aquatic bodywork Massage centre R.No. 290, 260 Ch.In 2013-05-03 1:48 Ch.out 2013-05-28 12:00."
spam,Delivered: Your package withQuantum Slim USB 3.0 High Speed Hub 5 Port Color may ...was successfully delivered. More info at http://myantra.com/cBfWh1e
ham,call the doctor @ quarter to 4
ham,get rid of garbage
info,YourBus (ANWATTI-TUMAKURU 11:46) left  Hosur at 12:46 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,create an event for Tuesday at 4 p.m. with Bob
spam,RCOM Movi+Net DATA Pack! Muft subcription 8000 pictures aur 35lakh gaane. Recharge Rs235=2.5GB(1.25GB+1.25GB;Night);28d; Rs122=2GB(1GB+1GB night) 5days.
info,Appointment with Dr Lucas in SRIHARIKOTA on 2013-04-03 at 7:41 is confirmed. For queries call 1800 3235 3311. Your appt. might get delayed in case the doctor is attending an emergency.
info,YourBus (KIAL-PONDICHERRY 6:28) left  Gandinagar at 7:28 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Welcome to Chennai. Visit airtel.in/4G to enjoy Airtel 4G, The Fastest Network Ever. Now Roaming call rates are slashed by 35%. Internet tariff same as your home network. To get free incoming calls, SMS ROAM to 121"
info,"Thank you for choosing ucabs for 2013-02-14 at 16:35. Cab:KA55E5818 , Chauffer: Charles, Cell: 9223147226 will reach you. T&C apply, visit www.ucabs.com"
info,"[Hwy 55 Burgers, Shakes and Fries] Hi Taylor, your reservation is confirmed for 6 people on 2012-01-31 at 9:19. We can hold your table for a maximum of 35 mins."
info,"Repair ref.no for your car is JC61242824 opened on 2013-10-23 21:17hrs,ETD of your car is 2013-10-24 6:43hrs and est.repair amt is Rs.1802 Rgds, Bimal Auto Agency"
ham,pizza with nishu and mrs. mary at pizza hut
ham,remind me to make a dentist appointment on tuesday
spam,"Dear INDIGO Customer, flight 2X377 from ZER shall be boarding from gate 27K. Boarding gate closes25 mins prior to the departure time."
info,"Repair ref.no for your car is JC61863266 opened on 2011-11-15 19:31hrs,ETD of your car is 2011-11-16 6:34hrs and est.repair amt is Rs.574 Rgds, Maruti Auto Agency"
info,"[Doumar 's Cones and BBQ] Hi Braden, your reservation is confirmed for 4 people on 2010-07-25 at 7:28. We can hold your table for a maximum of 24 mins."
info,"Dear Guest, Thanks for choosing S&E. Order ID 5153. Delivery by 2014-09-23 22:57. Enjoy 25% discount on your next purchase. Code CBDPVT. T&C."
info,Thank you for using your ICICI bank CREDITcard ending 5623 for Rs. 2435.00 in PAYYANUR at Myantra on 2013-05-12 17:23
info,"PNR:5143761245,TRAIN:4311,DOJ:2013-08-13,AC3,BKTH-BMKJ,Dep:3:34, Ruben,B3 49 , Fare:1643,SC:10.0+PG+INS"
spam,"Your Tkt Cancelled. PNR, 58887772671, Amt 2211 will be refunded in your account."
spam,"Dear customer, We wish you a Happy Dusshera. Thanks for being a Reliance customer."
ham,"Of course, when do you want to start studying?"
spam,OTP is 482531 for the txn of INR 8990.00 at Ola on your AXIS bank CREDIT card ending with 8557. Valid till 1:40:43. Do not share the OTP with anyone for security reasons
info,Bill dated 2009-12-18 for Rs 713 has been generated for your Vodafone fixedline/broadband relationship no. 75641666. The same will reach you by 2009-12-21. Due date: 2010-01-02.
ham,dinner with john this saturday at 8
ham,yea!! U could use the same gmail id for hangout also
info,"Dear Guest, Thanks for choosing The Subterranean Bar and Grill. Order ID 4216. Delivery by 2013-11-29 13:56. Enjoy 18% discount on your next purchase. Code X24V1F. T&C."
ham,call mr. raaja prabhu this friday
ham,Do you wanna get some chicken and waffles tmrw at 10am?
ham,Hey..want to come See Simon Amstell in Soho on Friday? Hez testing out some new material.
spam,"Dear SPICE JET Customer, flight 4M175 from PAT shall be boarding from gate 4F. Boarding gate closes1 mins prior to the departure time."
ham,call john on his birhtday
info,"Hi Customer, Booking ID: WDX5MWG. Seats: GOLD-F14,F15,F16,F17, 4 seat(s) for Alice Through the Looking Glass on 2015-06-21 18:23 at The Cinema GT World: Magadi Rd, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
spam,imperio restaurant buffet quick lunch unlimited more than 25 dishes 12.30 to 3.30 buffet menu open our link facebook https://www.facebook.com/imperiobangalore
info,"Welcome to Rosedale Park R.No. 451, 301, 405 Ch.In 2013-10-30 21:36 Ch.out 2013-11-07 12:00."
spam,"Rs.297.00 was spent on your SBI Card no. ending XX7401 at FUTURE RETAIL LTD on 23 May 17. Remaining credit limit: Rs.83,990.42."
ham,will take john's call today
spam,"Dear Air India Customer, flight 6U286 from CCJ shall be boarding from gate 21F. Boarding gate closes26 mins prior to the departure time."
spam,"Dear Customer, to improve your service experience, we are upgrading our systems tonight. Due to this, you may face some intermittent issues in accessing data services on your mobile. Inconvenience is deeply regretted."
ham,where is Amitabh now a days ?
info,Appointment with Dr Scott in Belagavi on 2012-10-11 at 17:18 is confirmed. For queries call 1800 4373 1448. Your appt. might get delayed in case the doctor is attending an emergency.
spam,Your payment of Life Insurance Corporation of India bill 367728329 for Rs 10427.00 has been processed successfully.
ham,bring 1 kg sugar tomorrow when returning from office
spam,"Dear customer, We wish you a Happy Onam. Thanks for being a IDBI Bank customer."
info,"PNR:8314377646,TRAIN:34347,DOJ:2013-10-29,AC3,AGZ-BIR,Dep:11:10, Cole,B5 54 , Fare:7413,SC:10.0+PG+INS"
ham,pick up paneer to make palak paneer tomorrow
spam,"Dear JET Airways Customer, flight 3W542 from MYQ shall be boarding from gate 19Q. Boarding gate closes22 mins prior to the departure time."
spam,Delivered: Your package withFunskool Game of Lifewas successfully delivered. More info at http://myantra.com/cBfWh1e
info,Lakshmi Auto Agency : Service of your car KA54A6276 is due in 81 days on 2010-04-18. Please contact us at 9658363838 to book a service.
info,"* KSRTC m-Ticket *  from: Tirupathi to: KIAL PsngrName: Eli TripCode: 2120TirKIA PNR No.: J63912836 JnyDate: 2010-11-02 DepTime: 21:20  SeatNo.: 17, 26, 2, 21, 38  Class: AC Sleeper  BoardingPt: Tirupathi MG Road Txn Password: 3282 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,8 sounds great =P
info,The PNR for your SPICE JET Flt 1J635 for RGH-CCJ on 2010-04-23 at 5:45 hrs  is FD9KD9. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +918283542438"
ham,Make a note to meet with John for dinner
info,"Repair ref.no for your car is JC31831342 opened on 2012-11-22 11:24hrs,ETD of your car is 2012-11-23 8:45hrs and est.repair amt is Rs.109 Rgds, Maruti Auto Agency"
info,"DEAR Julian, THANK YOU FOR YOUR BOOKING (ORDER ID: 48224), YOUR ORDER HAS BEEN ASSIGNED TO Raul(9534285264) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-03-22 at 10:24. FOR ASSISTANCE WHATSAPP US ON 8157632775."
ham,I will call my wife tomorrow at 6
info,"PNR:6383544325,TRAIN:12644,DOJ:2014-09-22,AC3,ARK-BHDR,Dep:11:58, Manuel,B1 65 , Fare:6720,SC:10.0+PG+INS"
ham,i will call you after monday
info,"Dear Guest, Thanks for choosing Yates 's. Order ID 8883. Delivery by 2011-09-03 9:49. Enjoy 3% discount on your next purchase. Code JHV67C. T&C."
ham,grab sweets from the store
ham,remind john today to come early tomorrow
info,Bill dated 2011-08-06 for Rs 453 has been generated for your Docomo fixedline/broadband relationship no. 27318128. The same will reach you by 2011-08-09. Due date: 2011-08-21.
info,"Thank you for choosing Uber for 2013-11-23 at 1:17. Cab:KA64R5425 , Chauffer: Miles, Cell: 9733433888 will reach you. T&C apply, visit www.Uber.com"
ham,have to attend the dance workshop which is going to start on Monday till Friday
